N	391	404	N!Nucleoprotein_Species:Human_SARS_coronavirus_(SARS-CoV)__391	47.3	1	92.86	14
N	406	414	N!Nucleoprotein_Species:Human_SARS_coronavirus_(SARS-CoV)__406	25.2	2	77.78	9
N	46	54	N!Nucleoprotein_Species:MERS_31	30	2	77.78	9
N	70	80	N!Nucleoprotein_Species:MERS_61	30.3	3	72.73	11
N	102	115	N!Nucleoprotein_Species:MERS_91	43.9	3	78.57	14
N	116	130	N!Nucleoprotein_Species:MERS_106	32	4	73.33	15
N	147	160	N!Nucleoprotein_Species:MERS_136	33.9	4	71.43	14
N	178	191	N!Nucleoprotein_Species:MERS_166	30.6	4	71.43	14
N	192	206	N!Nucleoprotein_Species:MERS_181	26.3	6	60	15
N	265	278	N!Nucleoprotein_Species:MERS_256	29.5	5	64.29	14
N	283	291	N!Nucleoprotein_Species:MERS_271	25.4	2	77.78	9
N	309	318	N!Nucleoprotein_Species:MERS_301	28.7	2	80	10
N	333	346	N!Nucleoprotein_Species:MERS_331	36.4	4	71.43	14
N	352	362	N!Nucleoprotein_Species:MERS_346	27.7	3	72.73	11
N	368	376	N!Nucleoprotein_Species:MERS_361	25.7	2	77.78	9
nsp01	1	15	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__1	42.6	2	86.67	15
nsp01	16	30	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__16	54.2	0	100	15
nsp01	31	45	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__31	47.4	2	86.67	15
nsp01	46	60	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__46	48.1	2	86.67	15
nsp01	61	75	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__61	58	0	100	15
nsp01	81	90	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__76	26.5	2	80	10
nsp01	91	105	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__91	43.1	3	80	15
nsp01	106	119	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__106	46.5	2	85.71	14
nsp01	121	135	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__121	55.9	0	100	15
nsp01	136	150	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__136	45.5	2	86.67	15
nsp01	151	165	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__151	44.3	4	73.33	15
nsp01	167	180	nsp01!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__166	33.9	3	78.57	14
nsp01	1	15	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__1	42.6	2	86.67	15
nsp01	16	30	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__16	54.2	0	100	15
nsp01	31	45	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__31	47.4	2	86.67	15
nsp01	46	60	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__46	48.1	2	86.67	15
nsp01	61	75	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__61	58	0	100	15
nsp01	81	90	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__76	26.5	2	80	10
nsp01	91	105	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__91	43.1	3	80	15
nsp01	106	119	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__106	46.5	2	85.71	14
nsp01	121	135	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__121	55.9	0	100	15
nsp01	136	150	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__136	45.5	2	86.67	15
nsp01	151	165	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__151	44.3	4	73.33	15
nsp01	167	180	nsp01!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__166	33.9	3	78.57	14
nsp10	16	29	nsp10!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4396	29.9	5	64.29	14
nsp10	33	45	nsp10!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4411	41.6	2	84.62	13
nsp10	47	60	nsp10!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4426	34.2	4	71.43	14
nsp10	63	75	nsp10!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4441	30.4	5	61.54	13
nsp10	91	99	nsp10!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4471	25.1	3	66.67	9
nsp10	38	44	nsp10!ORF1ab_Species:MERS_4276	30.7	0	100	7
nsp10	53	67	nsp10!ORF1ab_Species:MERS_4291	27.6	7	53.33	15
nsp10	68	82	nsp10!ORF1ab_Species:MERS_4306	45.7	3	80	15
nsp10	98	109	nsp10!ORF1ab_Species:MERS_4336	27.1	4	66.67	12
nsp10	38	44	nsp10!ORF1a_Species:MERS_4276	30.7	0	100	7
nsp10	53	67	nsp10!ORF1a_Species:MERS_4291	27.6	7	53.33	15
nsp10	68	82	nsp10!ORF1a_Species:MERS_4306	45.7	3	80	15
nsp10	98	109	nsp10!ORF1a_Species:MERS_4336	27.1	4	66.67	12
nsp10	13	26	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_229E_(HCoV-229E)__3946	28.9	5	64.29	14
nsp10	73	83	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_229E_(HCoV-229E)__4006	30.2	4	63.64	11
nsp10	87	99	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_229E_(HCoV-229E)__4021	30.4	4	69.23	13
nsp10	104	116	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_229E_(HCoV-229E)__4036	27.9	4	69.23	13
nsp10	37	44	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_NL63__3946	25.6	3	62.5	8
nsp10	52	66	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_NL63__3961	26.4	7	53.33	15
nsp10	67	80	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_NL63__3976	37.7	4	71.43	14
nsp10	113	127	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_NL63__4021	30.5	5	66.67	15
nsp10	13	26	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4246	30.1	5	64.29	14
nsp10	33	42	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4261	29.1	2	80	10
nsp10	43	56	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4276	39	3	78.57	14
nsp10	58	71	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4291	26.1	6	57.14	14
nsp10	73	84	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4306	27.8	6	50	12
nsp10	89	99	nsp10!Replicase_polyprotein_1ab_Species:Human_coronavirus_OC43__4321	28.6	4	63.64	11
nsp10	1	14	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4231	50	0	100	14
nsp10	15	29	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4246	55.1	1	93.33	15
nsp10	30	44	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4261	58	0	100	15
nsp10	45	59	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4276	59.1	0	100	15
nsp10	60	74	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4291	59.6	0	100	15
nsp10	75	89	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4306	68	0	100	15
nsp10	90	104	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4321	58.9	0	100	15
nsp10	105	119	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4336	56.5	1	93.33	15
nsp10	120	134	nsp10!Replicase_polyprotein_1ab_Species:Human_SARS_coronavirus_(SARS-CoV)__4351	63.8	0	100	15
nsp10	13	26	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_229E_(HCoV-229E)__3946	28.9	5	64.29	14
nsp10	73	83	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_229E_(HCoV-229E)__4006	30.2	4	63.64	11
nsp10	87	99	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_229E_(HCoV-229E)__4021	30.4	4	69.23	13
nsp10	104	116	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_229E_(HCoV-229E)__4036	27.9	4	69.23	13
nsp10	37	44	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_NL63__3946	25.6	3	62.5	8
nsp10	52	66	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_NL63__3961	26.4	7	53.33	15
nsp10	67	80	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_NL63__3976	37.7	4	71.43	14
nsp10	113	127	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_NL63__4021	30.5	5	66.67	15
nsp10	13	26	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4246	30.1	5	64.29	14
nsp10	33	42	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4261	29.1	2	80	10
nsp10	43	56	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4276	39	3	78.57	14
nsp10	58	71	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4291	26.1	6	57.14	14
nsp10	73	84	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4306	27.8	6	50	12
nsp10	89	99	nsp10!Replicase_polyprotein_1a_Species:Human_coronavirus_OC43__4321	28.6	4	63.64	11
nsp10	1	14	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4231	50	0	100	14
nsp10	15	29	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4246	55.1	1	93.33	15
nsp10	30	44	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4261	58	0	100	15
nsp10	45	59	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4276	59.1	0	100	15
nsp10	60	74	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4291	59.6	0	100	15
nsp10	75	89	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4306	68	0	100	15
nsp10	90	104	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4321	58.9	0	100	15
nsp10	105	119	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4336	56.5	1	93.33	15
nsp10	120	134	nsp10!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4351	63.8	0	100	15
nsp11	1	10	nsp11!Replicase_polyprotein_1a_Species:Human_SARS_coronavirus_(SARS-CoV)__4366	28.2	2	80	10
nsp12_riboslip-1	8	20	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4531	28.9	4	69.23	13
nsp12_riboslip-1	41	48	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4561	30.2	1	87.5	8
nsp12_riboslip-1	51	65	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4576	30.1	6	60	15
nsp12_riboslip-1	82	95	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4606	29.8	5	64.29	14
nsp12_riboslip-1	97	107	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4621	25.3	3	72.73	11
nsp12_riboslip-1	112	125	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4636	44.4	2	85.71	14
nsp12_riboslip-1	143	155	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4666	39	4	69.23	13
nsp12_riboslip-1	156	170	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4681	33.4	5	66.67	15
nsp12_riboslip-1	191	200	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4711	31.6	1	90	10
nsp12_riboslip-1	201	215	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4726	50.5	2	86.67	15
nsp12_riboslip-1	216	230	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4741	37.1	4	73.33	15
nsp12_riboslip-1	265	279	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4786	32.9	6	60	15
nsp12_riboslip-1	280	292	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4801	30.8	5	61.54	13
nsp12_riboslip-1	295	309	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4816	54.9	2	86.67	15
nsp12_riboslip-1	311	324	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4831	31.3	4	71.43	14
nsp12_riboslip-1	325	339	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4846	51.2	2	86.67	15
nsp12_riboslip-1	356	369	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4876	38.4	3	78.57	14
nsp12_riboslip-1	370	384	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4891	29.8	5	66.67	15
nsp12_riboslip-1	386	399	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4906	32.3	5	64.29	14
nsp12_riboslip-1	400	413	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4921	48.2	2	85.71	14
nsp12_riboslip-1	416	429	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4936	39.6	3	78.57	14
nsp12_riboslip-1	430	444	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4951	52.8	2	86.67	15
nsp12_riboslip-1	445	459	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4966	45.3	4	73.33	15
nsp12_riboslip-1	460	474	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4981	35.2	4	73.33	15
nsp12_riboslip-1	475	488	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__4996	43.7	2	85.71	14
nsp12_riboslip-1	490	504	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5011	47.5	2	86.67	15
nsp12_riboslip-1	520	534	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5041	50.3	2	86.67	15
nsp12_riboslip-1	535	549	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5056	55.1	0	100	15
nsp12_riboslip-1	555	564	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5071	30.8	2	80	10
nsp12_riboslip-1	567	579	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5086	37.1	2	84.62	13
nsp12_riboslip-1	580	593	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5101	44.9	3	78.57	14
nsp12_riboslip-1	599	609	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5116	36.3	2	81.82	11
nsp12_riboslip-1	610	623	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5131	53.2	1	92.86	14
nsp12_riboslip-1	626	633	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5146	31.1	0	100	8
nsp12_riboslip-1	642	654	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5161	51.6	0	100	13
nsp12_riboslip-1	655	669	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5176	42.7	3	80	15
nsp12_riboslip-1	670	684	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5191	50.2	1	93.33	15
nsp12_riboslip-1	685	695	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5206	43.6	0	100	11
nsp12_riboslip-1	732	744	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5251	34.9	4	69.23	13
nsp12_riboslip-1	745	759	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5266	51.6	2	86.67	15
nsp12_riboslip-1	776	789	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5296	52.6	1	92.86	14
nsp12_riboslip-1	790	804	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5311	45.7	4	73.33	15
nsp12_riboslip-1	805	819	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5326	42.3	3	80	15
nsp12_riboslip-1	820	834	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5341	59	0	100	15
nsp12_riboslip-1	835	849	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5356	34.2	5	66.67	15
nsp12_riboslip-1	850	860	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5371	41.3	0	100	11
nsp12_riboslip-1	865	879	nsp12_riboslip-1!Orf1ab_polyprotein_Species:Human_coronavirus_HKU1_(HCoV-HKU1)__5386	33.3	6	60	15
nsp12_riboslip-1	12	24	nsp12_riboslip-1!ORF1ab_Species:MERS_4396	31.6	4	69.23	13
nsp12_riboslip-1	58	67	nsp12_riboslip-1!ORF1ab_Species:MERS_4441	41.7	0	100	10
nsp12_riboslip-1	83	95	nsp12_riboslip-1!ORF1ab_Species:MERS_4471	31.8	3	76.92	13
nsp12_riboslip-1	103	111	nsp12_riboslip-1!ORF1ab_Species:MERS_4486	29.9	1	88.89	9
nsp12_riboslip-1	113	127	nsp12_riboslip-1!ORF1ab_Species:MERS_4501	50.9	2	86.67	15
nsp12_riboslip-1	129	143	nsp12_riboslip-1!ORF1ab_Species:MERS_4516	32.8	6	60	15
nsp12_riboslip-1	147	158	nsp12_riboslip-1!ORF1ab_Species:MERS_4531	29.2	4	66.67	12
nsp12_riboslip-1	159	173	nsp12_riboslip-1!ORF1ab_Species:MERS_4546	26.2	6	60	15
nsp12_riboslip-1	174	187	nsp12_riboslip-1!ORF1ab_Species:MERS_4561	36	4	71.43	14
nsp12_riboslip-1	190	203	nsp12_riboslip-1!ORF1ab_Species:MERS_4576	46.1	1	92.86	14
